日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-02-23,'600079,人福医药,15.17,15.38,15.12,15.35,15.3,-0.13,-0.8497,1.0263,10853717,164857454.0,20535694261.3,16043100915.5
2018-02-22,'600079,人福医药,15.3,15.36,15.1,15.17,15.06,0.24,1.5936,0.8232,8705845,132608550.0,20711675820.6,16180582993.2
2018-02-14,'600079,人福医药,15.06,15.26,14.98,15.22,15.2,-0.14,-0.9211,0.5079,5371822,81082654.0,20386786788.1,15926769926.6
2018-02-13,'600079,人福医药,15.2,15.38,15.17,15.36,15.24,-0.04,-0.2625,0.7308,7728929,117786928.0,20576305390.4,16074827548.8
2018-02-12,'600079,人福医药,15.24,15.36,15.0,15.19,15.15,0.09,0.5941,1.0446,11046960,167823548.0,20630453562.5,16117129726.6
2018-02-09,'600079,人福医药,15.15,15.59,14.7,15.33,15.64,-0.49,-3.133,1.3408,14180027,216137401.0,20508620175.3,16021949826.6
2018-02-08,'600079,人福医药,15.64,15.82,15.14,15.15,15.14,0.5,3.3025,1.4388,15215981,235642207.0,21171935283.3,16540151504.2
2018-02-07,'600079,人福医药,15.14,15.26,14.88,15.01,14.88,0.26,1.7473,1.3231,13992582,211266632.0,20495083132.3,16011374282.2
2018-02-06,'600079,人福医药,14.88,15.09,14.53,14.73,15.2,-0.32,-2.1053,1.3967,14770348,218703451.0,20143120013.8,15736410126.7
2018-02-05,'600079,人福医药,15.2,15.28,14.81,14.95,15.08,0.12,0.7958,1.567,16572352,250818327.0,20576305390.4,16074827548.8
2018-02-02,'600079,人福医药,15.08,15.3,14.96,15.01,15.07,0.01,0.0664,1.4321,15145157,229311855.0,20413860874.2,15947921015.5
2018-02-01,'600079,人福医药,15.07,16.13,14.88,16.09,16.06,-0.99,-6.1644,3.4,35957293,553619083.0,20400323831.1,15937345471.1
2018-01-31,'600079,人福医药,16.06,16.79,16.0,16.79,16.8,-0.74,-4.4048,2.1465,22700378,368107433.0,21740491090.1,16984324370.6
2018-01-30,'600079,人福医药,16.8,17.48,16.74,17.48,17.68,-0.88,-4.9774,2.4597,26012354,443173845.0,22742232273.6,17766914659.2
2018-01-29,'600079,人福医药,17.68,18.04,17.62,17.88,18.01,-0.33,-1.8323,1.1283,11932900,212264162.0,23933492059.4,18697562569.9
2018-01-26,'600079,人福医药,18.01,18.14,17.88,18.06,18.05,-0.04,-0.2216,0.9141,9666970,173993500.0,24380214479.0,19046555536.4
2018-01-25,'600079,人福医药,18.05,18.22,17.88,17.95,17.99,0.06,0.3335,0.9611,10164135,183607461.0,24434362651.1,19088857714.2
2018-01-24,'600079,人福医药,17.99,18.01,17.65,17.69,17.69,0.3,1.6959,1.5714,16618536,296365855.0,24353140393.0,19025404447.6
2018-01-23,'600079,人福医药,17.69,17.81,17.57,17.74,17.72,-0.03,-0.1693,0.7581,8017798,141744075.0,23947029102.4,18708138114.4
2018-01-22,'600079,人福医药,17.72,17.73,17.4,17.46,17.54,0.18,1.0262,0.9181,9708945,170976873.0,23987640231.4,18739864747.7
2018-01-19,'600079,人福医药,17.54,17.73,17.51,17.7,17.7,-0.16,-0.904,1.0973,11604154,204013414.0,23743973457.1,18549504947.8
2018-01-18,'600079,人福医药,17.7,17.75,17.63,17.63,17.7,0.0,0.0,0.7125,7534783,133325371.0,23960566145.4,18718713658.8
2018-01-17,'600079,人福医药,17.7,17.89,17.56,17.89,17.87,-0.17,-0.9513,0.8743,9246216,163462523.0,23960566145.4,18718713658.8
2018-01-16,'600079,人福医药,17.87,17.87,17.65,17.73,17.77,0.1,0.5627,0.8269,8745136,155223078.0,24190695876.7,18898497914.3
2018-01-15,'600079,人福医药,17.77,18.1,17.72,18.06,18.0,-0.23,-1.2778,0.9432,9974413,178286984.0,24055325446.5,18792742469.9
2018-01-12,'600079,人福医药,18.0,18.09,17.95,17.98,18.0,0.0,0.0,0.6102,6453630,116183746.0,24366677436.0,19035979992.0
2018-01-11,'600079,人福医药,18.0,18.25,17.93,18.15,18.3,-0.3,-1.6393,1.4114,14926579,269722065.0,24366677436.0,19035979992.0
2018-01-10,'600079,人福医药,18.3,18.44,18.09,18.43,18.43,-0.13,-0.7054,0.8326,8805663,160636803.0,24772788726.6,19353246325.2
2018-01-09,'600079,人福医药,18.43,18.45,18.22,18.27,18.3,0.13,0.7104,1.0251,10841133,199029815.0,24948770285.9,19490728402.9
2018-01-08,'600079,人福医药,18.3,18.49,18.19,18.47,18.44,-0.14,-0.7592,1.1352,12005362,219407807.0,24772788726.6,19353246325.2
2018-01-05,'600079,人福医药,18.44,18.47,18.25,18.26,18.33,0.11,0.6001,0.9306,9841547,180670480.0,24962307328.9,19501303947.4
2018-01-04,'600079,人福医药,18.33,18.42,18.24,18.35,18.37,-0.04,-0.2177,0.7885,8339226,152870288.0,24813399855.7,19384972958.5
2018-01-03,'600079,人福医药,18.37,18.49,18.14,18.19,18.22,0.15,0.8233,1.158,12246347,224155827.0,24867548027.7,19427275136.3
2018-01-02,'600079,人福医药,18.22,18.28,17.93,18.11,17.84,0.38,2.13,1.316,13917384,252411362.0,24664492382.4,19268641969.7
2017-12-29,'600079,人福医药,17.84,17.98,17.78,17.96,17.92,-0.08,-0.4464,0.7083,7491069,133654060.0,24150084747.7,18866771281.0
2017-12-28,'600079,人福医药,17.92,18.04,17.78,18.02,18.04,-0.12,-0.6652,0.5072,5363411,96075439.0,24258381091.8,18951375636.5
2017-12-27,'600079,人福医药,18.04,18.22,17.89,18.22,18.24,-0.2,-1.0965,0.6025,6371570,114988936.0,24420825608.1,19078282169.8
2017-12-26,'600079,人福医药,18.24,18.55,18.04,18.1,18.17,0.07,0.3853,0.8598,9092710,166028450.0,24691566468.5,19289793058.6
2017-12-25,'600079,人福医药,18.17,18.23,18.0,18.16,18.16,0.01,0.0551,0.4808,5084920,92220047.0,24596807167.3,19215764247.5
2017-12-22,'600079,人福医药,18.16,18.25,18.01,18.08,18.0,0.16,0.8889,0.5727,6057052,110054683.0,24583270124.3,19205188703.0
2017-12-21,'600079,人福医药,18.0,18.11,17.78,17.99,18.05,-0.05,-0.277,0.6357,6723155,120788139.0,24366677436.0,19035979992.0
2017-12-20,'600079,人福医药,18.05,18.27,17.9,18.13,18.03,0.02,0.1109,0.7361,7784178,140612591.0,24434362651.1,19088857714.2
2017-12-19,'600079,人福医药,18.03,18.05,17.85,17.85,17.88,0.15,0.8389,0.4795,5070634,91266065.0,24407288565.1,19067706625.3
2017-12-18,'600079,人福医药,17.88,18.02,17.77,17.88,17.88,0.0,0.0,0.4308,4555930,81528392.0,24204232919.8,18909073458.7
2017-12-15,'600079,人福医药,17.88,18.2,17.6,18.2,18.18,-0.3,-1.6502,0.6835,7228049,129527051.0,24204232919.8,18909073458.7
2017-12-14,'600079,人福医药,18.18,18.26,18.13,18.24,18.23,-0.05,-0.2743,0.4296,4542748,82596331.0,24610344210.4,19226339791.9
2017-12-13,'600079,人福医药,18.23,18.31,18.11,18.18,18.11,0.12,0.6626,0.4232,4475688,81652079.0,24678029425.5,19279217514.1
2017-12-12,'600079,人福医药,18.11,18.34,18.1,18.2,18.29,-0.18,-0.9841,0.6117,6468979,117774248.0,24515584909.2,19152310980.8
2017-12-11,'600079,人福医药,18.29,18.36,17.92,18.03,18.01,0.28,1.5547,1.0245,10834479,197362736.0,24759251683.6,19342670780.8
2017-12-08,'600079,人福医药,18.01,18.06,17.66,17.75,17.71,0.3,1.694,0.673,7117566,127525280.0,24380214479.0,19046555536.4
2017-12-07,'600079,人福医药,17.71,17.92,17.66,17.9,17.88,-0.17,-0.9508,0.5588,5909550,105083115.0,23974103188.4,18729289203.2
2017-12-06,'600079,人福医药,17.88,17.9,17.56,17.72,17.74,0.14,0.7892,0.6315,6678159,118580447.0,24204232919.8,18909073458.7
2017-12-05,'600079,人福医药,17.74,18.05,17.61,17.69,17.77,-0.03,-0.1688,0.7758,8204727,146456565.0,24014714317.5,18761015836.6
2017-12-04,'600079,人福医药,17.77,17.92,17.6,17.79,17.77,0.0,0.0,0.8183,8653702,154003205.0,24055325446.5,18792742469.9
