日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2016-10-21,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-20,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-19,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-18,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-17,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-14,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-13,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-12,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-11,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-10-10,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-09-30,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-09-29,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-09-28,'600246,万通地产,0.0,0.0,0.0,0.0,5.87,None,None,0.0,0,0.0,12057034602.7,7142616000.0
2016-09-27,'600246,万通地产,5.87,5.87,5.37,5.37,5.34,0.53,9.9251,1.6585,20180129,115261299.0,12057034602.7,7142616000.0
2016-09-26,'600246,万通地产,5.34,5.42,5.32,5.39,5.4,-0.06,-1.1111,0.6263,7621036,40875184.0,10968409672.7,6497712000.0
2016-09-23,'600246,万通地产,5.4,5.46,5.34,5.45,5.47,-0.07,-1.2797,0.797,9698456,52199700.0,11091650230.8,6570720000.0
2016-09-22,'600246,万通地产,5.47,5.53,5.38,5.39,5.37,0.1,1.8622,1.7596,21411316,116949969.0,11235430881.9,6655896000.0
2016-09-21,'600246,万通地产,5.37,5.38,5.27,5.28,5.3,0.07,1.3208,0.6208,7554372,40304938.0,11030029951.7,6534216000.0
2016-09-20,'600246,万通地产,5.3,5.36,5.26,5.35,5.32,-0.02,-0.3759,0.4091,4977995,26433248.0,10886249300.6,6449040000.0
2016-09-19,'600246,万通地产,5.32,5.38,5.32,5.33,5.31,0.01,0.1883,0.3831,4661000,24927484.0,10927329486.6,6473376000.0
2016-09-14,'600246,万通地产,5.31,5.33,5.2,5.24,5.27,0.04,0.759,0.6434,7829112,41397324.0,10906789393.6,6461208000.0
2016-09-13,'600246,万通地产,5.27,5.28,5.18,5.21,5.19,0.08,1.5414,0.6019,7324433,38332753.0,10824629021.5,6412536000.0
2016-09-12,'600246,万通地产,5.19,5.26,5.17,5.22,5.3,-0.11,-2.0755,0.6414,7804336,40663348.0,10660308277.4,6315192000.0
2016-09-09,'600246,万通地产,5.3,5.39,5.3,5.39,5.37,-0.07,-1.3035,0.6338,7712163,41134693.0,10886249300.6,6449040000.0
2016-09-08,'600246,万通地产,5.37,5.42,5.34,5.37,5.37,0.0,0.0,0.4887,5946148,32009006.0,11030029951.7,6534216000.0
2016-09-07,'600246,万通地产,5.37,5.41,5.35,5.38,5.38,-0.01,-0.1859,0.7148,8697504,46795719.0,11030029951.7,6534216000.0
2016-09-06,'600246,万通地产,5.38,5.41,5.27,5.33,5.33,0.05,0.9381,0.8298,10096454,53934331.0,11050570044.8,6546384000.0
2016-09-05,'600246,万通地产,5.33,5.36,5.29,5.33,5.32,0.01,0.188,0.6427,7820431,41676237.0,10947869579.7,6485544000.0
2016-09-02,'600246,万通地产,5.32,5.39,5.3,5.39,5.39,-0.07,-1.2987,0.917,11158658,59498034.0,10927329486.6,6473376000.0
2016-09-01,'600246,万通地产,5.39,5.53,5.38,5.53,5.59,-0.2,-3.5778,1.6345,19889046,107918561.0,11071110137.8,6558552000.0
2016-08-31,'600246,万通地产,5.59,5.68,5.45,5.46,5.39,0.2,3.7106,2.6099,31756921,177590137.0,11481911998.2,6801912000.0
2016-08-30,'600246,万通地产,5.39,5.48,5.36,5.44,5.42,-0.03,-0.5535,0.6339,7713317,41883772.0,11071110137.8,6558552000.0
2016-08-29,'600246,万通地产,5.42,5.44,5.35,5.38,5.39,0.03,0.5566,0.7215,8779038,47467498.0,11132730416.8,6595056000.0
2016-08-26,'600246,万通地产,5.39,5.52,5.38,5.4,5.42,-0.03,-0.5535,0.7908,9622998,52343316.0,11071110137.8,6558552000.0
