日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-07-24,'603222,济民制药,9.28,9.38,9.18,9.18,9.2,0.08,0.8696,0.6577,2104492,19564826.0,2969600000.0,2969600000.0
2018-07-23,'603222,济民制药,9.2,9.36,9.17,9.36,9.47,-0.27,-2.8511,1.2161,3891600,35929950.0,2944000000.0,2944000000.0
2018-07-20,'603222,济民制药,9.47,9.48,9.11,9.3,9.31,0.16,1.7186,1.2366,3957200,36976958.0,3030400000.0,3030400000.0
2018-07-19,'603222,济民制药,9.31,9.44,9.25,9.36,9.44,-0.13,-1.3771,0.8143,2605670,24396435.0,2979200000.0,2979200000.0
2018-07-18,'603222,济民制药,9.44,9.65,9.41,9.65,9.68,-0.24,-2.4793,1.2628,4041000,38361971.0,3020800000.0,3020800000.0
2018-07-17,'603222,济民制药,9.68,9.89,9.39,9.42,9.4,0.28,2.9787,2.5081,8025900,77077732.0,3097600000.0,3097600000.0
2018-07-16,'603222,济民制药,9.4,9.42,9.16,9.2,9.2,0.2,2.1739,1.6541,5293070,49493045.0,3008000000.0,3008000000.0
2018-07-13,'603222,济民制药,9.2,9.28,9.17,9.28,9.3,-0.1,-1.0753,0.5922,1895000,17463715.0,2944000000.0,2944000000.0
2018-07-12,'603222,济民制药,9.3,9.33,9.08,9.16,9.12,0.18,1.9737,1.2452,3984709,36750835.0,2976000000.0,2976000000.0
2018-07-11,'603222,济民制药,9.12,9.19,8.93,9.1,9.17,-0.05,-0.5453,0.9948,3183200,28951642.0,2918400000.0,2918400000.0
2018-07-10,'603222,济民制药,9.17,9.33,9.09,9.28,9.3,-0.13,-1.3978,0.8728,2792807,25615491.0,2934400000.0,2934400000.0
2018-07-09,'603222,济民制药,9.3,9.35,9.12,9.2,9.19,0.11,1.197,0.99,3167900,29285604.0,2976000000.0,2976000000.0
2018-07-06,'603222,济民制药,9.19,9.22,9.08,9.14,9.16,0.03,0.3275,0.4408,1410500,12901006.0,2940800000.0,2940800000.0
2018-07-05,'603222,济民制药,9.16,9.18,9.1,9.14,9.13,0.03,0.3286,0.6674,2135800,19512243.0,2931200000.0,2931200000.0
