日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-08-20,'600538,国发股份,5.5,5.56,5.5,5.51,5.52,-0.02,-0.3623,0.3684,1710817,9460481.0,2554206517.5,2554206517.5
2019-08-19,'600538,国发股份,5.52,5.52,5.44,5.49,5.5,0.02,0.3636,0.6288,2920190,16052817.0,2563494541.2,2563494541.2
2019-08-16,'600538,国发股份,5.5,5.53,5.41,5.53,5.51,-0.01,-0.1815,0.6299,2925200,16028195.0,2554206517.5,2554206517.5
2019-08-15,'600538,国发股份,5.51,5.55,5.38,5.39,5.53,-0.02,-0.3617,0.3601,1672400,9148029.0,2558850529.35,2558850529.35
2019-08-14,'600538,国发股份,5.53,5.6,5.48,5.55,5.61,-0.08,-1.426,0.9562,4440830,24670062.0,2568138553.05,2568138553.05
2019-08-13,'600538,国发股份,5.61,5.63,5.07,5.63,5.63,-0.02,-0.3552,0.8925,4144968,22434349.0,2605290647.85,2605290647.85
2019-08-12,'600538,国发股份,5.63,5.67,5.56,5.59,5.6,0.03,0.5357,0.2849,1323301,7432831.0,2614578671.55,2614578671.55
2019-08-09,'600538,国发股份,5.6,5.72,5.56,5.57,5.61,-0.01,-0.1783,0.4169,1936200,10902516.0,2600646636.0,2600646636.0
2019-08-08,'600538,国发股份,5.61,5.61,5.53,5.6,5.63,-0.02,-0.3552,0.4677,2171900,12115016.0,2605290647.85,2605290647.85
2019-08-07,'600538,国发股份,5.63,5.66,5.38,5.5,5.52,0.11,1.9928,0.8016,3722700,20640440.0,2614578671.55,2614578671.55
2019-08-06,'600538,国发股份,5.52,5.52,4.91,5.36,5.45,0.07,1.2844,0.952,4421063,23715077.0,2563494541.2,2563494541.2
2019-08-05,'600538,国发股份,5.45,5.5,5.38,5.5,5.53,-0.08,-1.4467,0.298,1384000,7502588.0,2530986458.25,2530986458.25
2019-08-02,'600538,国发股份,5.53,5.55,5.36,5.41,5.51,0.02,0.363,0.5447,2529677,13864819.0,2568138553.05,2568138553.05
2019-08-01,'600538,国发股份,5.51,5.52,5.38,5.48,5.51,0.0,0.0,0.5046,2343300,12736990.0,2558850529.35,2558850529.35
2019-07-31,'600538,国发股份,5.51,5.63,5.47,5.56,5.62,-0.11,-1.9573,0.5838,2711000,15007332.0,2558850529.35,2558850529.35
2019-07-30,'600538,国发股份,5.62,5.66,5.58,5.64,5.64,-0.02,-0.3546,0.5326,2473532,13922967.0,2609934659.7,2609934659.7
2019-07-29,'600538,国发股份,5.64,5.7,5.57,5.7,5.72,-0.08,-1.3986,0.368,1708801,9601458.0,2619222683.4,2619222683.4
2019-07-26,'600538,国发股份,5.72,5.72,5.48,5.54,5.54,0.18,3.2491,0.4418,2051800,11415608.0,2656374778.2,2656374778.2
2019-07-25,'600538,国发股份,5.54,5.61,5.48,5.59,5.59,-0.05,-0.8945,0.4979,2312302,12770761.0,2572782564.9,2572782564.9
2019-07-24,'600538,国发股份,5.59,5.63,5.56,5.6,5.6,-0.01,-0.1786,0.466,2164200,12109961.0,2596002624.15,2596002624.15
2019-07-23,'600538,国发股份,5.6,5.6,5.37,5.4,5.44,0.16,2.9412,1.1371,5280600,29005391.0,2600646636.0,2600646636.0
2019-07-22,'600538,国发股份,5.44,5.44,5.26,5.36,5.37,0.07,1.3035,0.5986,2779700,14879170.0,2526342446.4,2526342446.4
2019-07-19,'600538,国发股份,5.37,5.44,5.34,5.36,5.39,-0.02,-0.3711,0.8698,4039200,21850519.0,2493834363.45,2493834363.45
2019-07-18,'600538,国发股份,5.39,5.39,5.27,5.35,5.38,0.01,0.1859,0.4185,1943326,10377614.0,2503122387.15,2503122387.15
2019-07-17,'600538,国发股份,5.38,5.41,5.33,5.4,5.37,0.01,0.1862,0.314,1458101,7832392.0,2498478375.3,2498478375.3
2019-07-16,'600538,国发股份,5.37,5.44,5.36,5.4,5.42,-0.05,-0.9225,0.2966,1377201,7416136.0,2493834363.45,2493834363.45
2019-07-15,'600538,国发股份,5.42,5.49,5.34,5.43,5.42,0.0,0.0,0.3,1393102,7536969.0,2517054422.7,2517054422.7
2019-07-12,'600538,国发股份,5.42,5.45,5.36,5.38,5.4,0.02,0.3704,0.2653,1232176,6677929.0,2517054422.7,2517054422.7
2019-07-11,'600538,国发股份,5.4,5.5,5.38,5.5,5.45,-0.05,-0.9174,0.2745,1274800,6904089.0,2507766399.0,2507766399.0
2019-07-10,'600538,国发股份,5.45,5.45,5.35,5.41,5.45,0.0,0.0,0.4854,2254241,12175068.0,2530986458.25,2530986458.25
2019-07-09,'600538,国发股份,5.45,5.46,5.33,5.36,5.42,0.03,0.5535,0.4312,2002300,10793300.0,2530986458.25,2530986458.25
2019-07-08,'600538,国发股份,5.42,5.66,5.39,5.52,5.49,-0.07,-1.275,0.808,3752500,20642538.0,2517054422.7,2517054422.7
