日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量
2018-01-18,'600152,维科精华,8.09,8.36,8.08,8.26,8.31,-0.22,-2.6474,1.7529,5144726
2018-01-19,'600152,维科精华,8.01,8.1,7.97,8.1,8.09,-0.08,-0.9889,1.2309,3612477
2018-01-22,'600152,维科精华,7.87,8.02,7.7,8.0,8.01,-0.14,-1.7478,1.5871,4658100
2018-01-23,'600152,维科精华,7.82,7.86,7.78,7.84,7.87,-0.05,-0.6353,0.7442,2184301
2018-01-24,'600152,维科精华,7.84,7.85,7.73,7.78,7.82,0.02,0.2558,0.8242,2419101
2018-01-25,'600152,维科精华,7.86,7.9,7.79,7.83,7.84,0.02,0.2551,0.8588,2520609
2018-01-26,'600152,维科精华,7.79,7.84,7.74,7.84,7.86,-0.07,-0.8906,0.7535,2211482
2018-01-29,'600152,维科精华,7.01,7.18,7.01,7.01,7.79,-0.78,-10.0128,2.0608,6048400
2018-01-30,'600152,维科精华,6.38,6.78,6.31,6.31,7.01,-0.63,-8.9872,5.6909,16702562
2018-01-31,'600152,维科精华,6.01,6.29,5.98,6.24,6.38,-0.37,-5.7994,3.9176,11497934
