日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量
2018-08-22,'603222,济民制药,10.39,10.42,10.02,10.1,10.16,0.23,2.2638,0.8273,2647355
2018-08-23,'603222,济民制药,10.32,10.42,10.22,10.32,10.39,-0.07,-0.6737,0.8429,2697300
2018-08-24,'603222,济民制药,10.36,10.39,10.19,10.27,10.32,0.04,0.3876,0.6798,2175492
2018-08-27,'603222,济民制药,10.35,10.43,10.2,10.26,10.36,-0.01,-0.0965,0.8859999999999999,2835200
2018-08-28,'603222,济民制药,10.37,10.42,10.26,10.35,10.35,0.02,0.1932,0.4789,1532402
2018-08-29,'603222,济民制药,10.48,10.48,10.25,10.36,10.37,0.11,1.0608,0.7355,2353500
2018-08-30,'603222,济民制药,10.72,10.79,10.41,10.48,10.48,0.24,2.2901,1.646,5267192
2018-08-31,'603222,济民制药,10.66,10.83,10.49,10.75,10.72,-0.06,-0.5597,1.156,3699100
2018-09-03,'603222,济民制药,11.03,11.18,10.59,10.6,10.66,0.37,3.4709,1.4877,4760700
2018-09-04,'603222,济民制药,11.15,11.4,10.85,10.9,11.03,0.12,1.0879,1.2545,4014554
2018-09-05,'603222,济民制药,11.14,11.42,11.0,11.15,11.15,-0.01,-0.0897,1.2596,4030847
2018-09-06,'603222,济民制药,11.05,11.16,10.77,11.01,11.14,-0.09,-0.8079,1.1303,3616900
2018-09-07,'603222,济民制药,11.35,11.37,10.91,10.91,11.05,0.3,2.7149,1.2704,4065200
2018-09-10,'603222,济民制药,11.48,11.55,11.25,11.38,11.35,0.13,1.1454,1.4015,4484802
2018-09-11,'603222,济民制药,11.73,11.84,11.3,11.48,11.48,0.25,2.1777,1.8325,5864043
2018-09-12,'603222,济民制药,12.1,12.38,11.61,11.79,11.73,0.37,3.1543,1.9372,6198933
2018-09-13,'603222,济民制药,12.13,12.23,11.78,12.0,12.1,0.03,0.2479,1.8976,6072392
2018-09-14,'603222,济民制药,11.74,12.19,11.65,12.02,12.13,-0.39,-3.2152,1.3428,4297100
2018-09-17,'603222,济民制药,11.12,11.75,10.57,11.7,11.74,-0.62,-5.2811,2.356,7539108
2018-09-18,'603222,济民制药,11.0,11.36,10.82,11.33,11.12,-0.12,-1.0791,1.8328,5865000
2018-09-19,'603222,济民制药,11.0,11.15,10.77,10.93,11.0,0.0,0.0,1.248,3993602
2018-09-20,'603222,济民制药,10.99,11.0,10.8,10.98,11.0,-0.01,-0.0909,0.8043,2573600
2018-09-21,'603222,济民制药,11.16,11.16,10.88,10.88,10.99,0.17,1.5469,0.7126,2280300
2018-09-25,'603222,济民制药,11.18,11.28,11.06,11.16,11.16,0.02,0.1792,0.6287,2011800
2018-09-26,'603222,济民制药,11.19,11.28,11.06,11.18,11.18,0.01,0.0894,0.7523,2407200
2018-09-27,'603222,济民制药,11.15,11.25,11.05,11.19,11.19,-0.04,-0.3575,0.5746,1838800
2018-09-28,'603222,济民制药,11.05,11.18,11.02,11.16,11.15,-0.1,-0.8969,0.3894,1246200
